date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:42	830/830	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:31:22%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Category.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Category.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:43	582/582	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:31:32%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Filter.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Filter.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:43	675/675	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:31:38%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Shield-Done.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Shield-Done.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:44	417176/417176	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2021:48:08%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/our-story1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/our-story1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:44	32596/32596	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:26:32%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/provide-bg1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/provide-bg1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:44	2757/2757	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:20%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Slack.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Slack.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:44	808/808	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:26%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Google-Analytics.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Google-Analytics.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:45	1073/1073	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2022:44:04%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Intercom.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Intercom.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:45	1559/1559	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:38%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Google-Ads.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Google-Ads.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:45	1208/1208	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:42%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Monday.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Monday.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:46	1414/1414	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:50%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/HubSpot.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/HubSpot.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:46	4756/4756	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:27:54%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Zoom.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Zoom.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:47	1503/1503	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2021:49:44%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Mailchimp.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Mailchimp.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:47	1242/1242	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2017:28:02%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/Asana.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/Asana.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:48	73563/73563	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2020:46:42%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/rocket1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/rocket1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:49	47620/47620	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2020:55:20%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/process1-2.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/process1-2.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:50	25724/25724	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2020:55:22%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/process1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/process1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:51	53820/53820	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2014:51:38%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/dashboard1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/dashboard1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:51	2967/2967	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jan%202024%2017:41:22%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/play-btn1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/play-btn1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:51	539/539	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2014:52:12%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/strategy1-4.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/strategy1-4.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:52	125904/125904	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Feb%202024%2014:52:12%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/strategy1-1.jpg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/strategy1-1.jpg	(from https://themeperch.net/html/nextpro/index1.html)
17:30:53	177728/177728	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Feb%202024%2020:30:30%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/strategy1-2.jpg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/strategy1-2.jpg	(from https://themeperch.net/html/nextpro/index1.html)
17:30:56	102728/102728	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2019:48:38%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/strategy1-3.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/strategy1-3.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:57	47345/47345	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2014:51:36%20GMT	https://themeperch.net/html/nextpro/assets/images/blog/blog-post1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/blog/blog-post1-1.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:58	62218/62218	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2014:51:38%20GMT	https://themeperch.net/html/nextpro/assets/images/blog/blog-post1-2.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/blog/blog-post1-2.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:58	28942/28942	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2014:51:38%20GMT	https://themeperch.net/html/nextpro/assets/images/blog/blog-post1-3.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/blog/blog-post1-3.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:58	605/605	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2020:27:44%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/flag-us.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/flag-us.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:58	543/543	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2020:27:42%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/flag-fr.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/flag-fr.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:59	408/408	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2020:27:42%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/flag-de.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/flag-de.png	(from https://themeperch.net/html/nextpro/index1.html)
17:30:59	225/225	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2020:27:42%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/flag-ar.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/flag-ar.png	(from https://themeperch.net/html/nextpro/index1.html)
17:31:00	87464/87464	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2007%20Nov%202023%2020:25:42%20GMT	https://themeperch.net/html/nextpro/assets/js/jquery-3.7.0.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/jquery-3.7.0.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:00	80668/80668	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Aug%202023%2017:00:18%20GMT	https://themeperch.net/html/nextpro/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/bootstrap.bundle.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:00	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2020%20Apr%202018%2023:22:10%20GMT	https://themeperch.net/html/nextpro/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/owl.carousel.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:01	20219/20219	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2016%20Nov%202023%2016:04:56%20GMT	https://themeperch.net/html/nextpro/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/jquery.magnific-popup.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:01	11259/11259	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2009%20Nov%202023%2022:53:26%20GMT	https://themeperch.net/html/nextpro/assets/js/anime.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/anime.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:02	1043/1043	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2021%20Nov%202023%2021:29:38%20GMT	https://themeperch.net/html/nextpro/assets/js/animate.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/animate.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:03	8157/8157	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2020:22:06%20GMT	https://themeperch.net/html/nextpro/assets/js/wow.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/wow.min.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:04	126/126	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20Mar%202024%2022:20:40%20GMT	https://themeperch.net/html/nextpro/assets/js/theme-mode.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/theme-mode.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:05	72249/72249	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2021:05:00%20GMT	https://themeperch.net/html/nextpro/assets/js/moving-elments.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/moving-elments.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:05	28647/28647	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2023%20Mar%202024%2002:27:04%20GMT	https://themeperch.net/html/nextpro/assets/js/script.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/script.js	(from https://themeperch.net/html/nextpro/index1.html)
17:31:06	109100/109100	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-brands-400.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:11	189268/189268	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-brands-400.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:11	432524/432524	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-light-300.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-light-300.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:13	436564/436564	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-duotone-900.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:14	392560/392560	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-regular-400.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:16	320532/320532	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-solid-900.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:23	887796/887796	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-solid-900.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:24	1235592/1235592	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:18%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-duotone-900.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:24	1121416/1121416	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-light-300.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-light-300.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:24	1017680/1017680	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-regular-400.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:27	471136/471136	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:18%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-thin-100.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-thin-100.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:28	4552/4552	---M--	200	added ('OK')	font/woff2	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-v4compatibility.woff2	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:28	10172/10172	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:20%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-v4compatibility.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:29	1324/1324	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Mar%202024%2014:23:50%20GMT	https://themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoon.eot?l35h4b	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoone015.eot	(from https://themeperch.net/html/nextpro/assets/nextmarketing-icon/custom-icon.css)
17:31:30	1232948/1232948	---M--	200	added ('OK')	font/ttf	date:Fri,%2022%20Mar%202024%2016:30:18%20GMT	https://themeperch.net/html/nextpro/assets/webfonts/fa-thin-100.ttf	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/webfonts/fa-thin-100.ttf	(from https://themeperch.net/html/nextpro/assets/css/all.min.css)
17:31:30	1160/1160	---M--	200	added ('OK')	font/ttf	date:Thu,%2007%20Mar%202024%2014:23:50%20GMT	https://themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoon.ttf?l35h4b	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoone015.ttf	(from https://themeperch.net/html/nextpro/assets/nextmarketing-icon/custom-icon.css)
17:31:30	1236/1236	---M--	200	added ('OK')	font/woff	date:Thu,%2007%20Mar%202024%2014:23:50%20GMT	https://themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoon.woff?l35h4b	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoone015.woff	(from https://themeperch.net/html/nextpro/assets/nextmarketing-icon/custom-icon.css)
17:31:30	1074/1074	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Mar%202024%2014:23:50%20GMT	https://themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoon.svg?l35h4b	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/nextmarketing-icon/fonts/icomoone015.svg	(from https://themeperch.net/html/nextpro/assets/nextmarketing-icon/custom-icon.css)
17:31:32	77392/77392	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Apr%202024%2012:01:31%20GMT	https://themeperch.net/html/nextpro/assets/css/owl.video.play.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/css/owl.video.play.png	(from https://themeperch.net/html/nextpro/assets/css/owl.carousel.min.css)
17:31:33	1156/1156	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Feb%202024%2016:30:00%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/check-icon-blue.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/check-icon-blue.svg	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:33	671/671	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Feb%202024%2022:08:02%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/select-down-arrow.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/select-down-arrow.svg	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:34	683/683	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Feb%202024%2022:35:40%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/lang-down-arrow.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/lang-down-arrow.svg	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:34	686/686	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Mar%202024%2018:40:44%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/select-down-arrow-dark.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/select-down-arrow-dark.svg	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:35	1302/1302	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Feb%202024%2018:58:36%20GMT	https://themeperch.net/html/nextpro/assets/images/close.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/close.png	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:35	7461/7461	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2016:25:40%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/service-shape1-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/service-shape1-1.png	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:35	280/280	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Feb%202024%2020:04:04%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/send-arrow.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/send-arrow.png	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:36	1036/1036	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2023:51:10%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/send-arrow-hover.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/send-arrow-hover.png	(from https://themeperch.net/html/nextpro/assets/css/style.css)
17:31:37	163339/163339	---M-Z	200	added ('OK')	text/css	date:Fri,%2022%20Mar%202024%2016:29:28%20GMT	https://themeperch.net/html/nextpro/assets/css/fontawesome.min.css	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/css/fontawesome.min.css	(from https://themeperch.net/html/nextpro/index2.html)
17:31:38	3220/3220	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Mar%202024%2000:44:28%20GMT	https://themeperch.net/html/nextpro/assets/css/odometer.css	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/css/odometer.css	(from https://themeperch.net/html/nextpro/index2.html)
17:31:41	96081/96081	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2021:20:40%20GMT	https://themeperch.net/html/nextpro/assets/images/resource/our-story2-1.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/resource/our-story2-1.png	(from https://themeperch.net/html/nextpro/index2.html)
17:31:41	15258/15258	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Feb%202024%2020:53:12%20GMT	https://themeperch.net/html/nextpro/assets/images/testimonial/testimonial-img1-1.jpg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/testimonial/testimonial-img1-1.jpg	(from https://themeperch.net/html/nextpro/index2.html)
17:31:42	567/567	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Feb%202024%2020:54:44%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/business-consultant-cta-arrow.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/business-consultant-cta-arrow.png	(from https://themeperch.net/html/nextpro/index2.html)
17:31:42	20773/20773	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Nov%202023%2017:33:16%20GMT	https://themeperch.net/html/nextpro/assets/js/odometer.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/odometer.js	(from https://themeperch.net/html/nextpro/index2.html)
17:31:43	260137/260137	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Feb%202024%2020:56:28%20GMT	https://themeperch.net/html/nextpro/assets/images/testimonial/testimonial-img1-2.png	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/testimonial/testimonial-img1-2.png	(from https://themeperch.net/html/nextpro/index2.html)
17:31:43	1266/1266	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2031%20Dec%202023%2023:39:38%20GMT	https://themeperch.net/html/nextpro/assets/js/jquery.appear.min.js	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/js/jquery.appear.min.js	(from https://themeperch.net/html/nextpro/index2.html)
17:31:43	1882/1882	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Feb%202024%2021:44:38%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/seo-icon.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/seo-icon.svg	(from https://themeperch.net/html/nextpro/index3.html)
17:31:44	2424/2424	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Feb%202024%2021:44:52%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/social-media-icon.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/social-media-icon.svg	(from https://themeperch.net/html/nextpro/index3.html)
17:31:44	2305/2305	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Feb%202024%2021:45:00%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/content-writing-icon.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/content-writing-icon.svg	(from https://themeperch.net/html/nextpro/index3.html)
17:31:45	2173/2173	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Feb%202024%2021:45:12%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/affiliate-marketing.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/affiliate-marketing.svg	(from https://themeperch.net/html/nextpro/index3.html)
17:31:45	1418/1418	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Feb%202024%2021:45:18%20GMT	https://themeperch.net/html/nextpro/assets/images/shapes/email-marketing-icon.svg	C:/My%20Web%20Sites/News%20portal/themeperch.net/html/nextpro/assets/images/shapes/email-marketing-icon.svg	(from https://themeperch.net/html/nextpro/index3.html)
